Upc,Department,qty,cents,incltaxes,inclfees,Name,size,ebt,byweight,"Fee Multiplier",cost_qty,cost_cents,variable_price,addstock,setstock,pack_name,pack_qty,pack_upc,unit_upc,unit_count,is_oneclick,oc_color,oc_border_color,oc_text_color,oc_fixedpos,oc_page,oc_key,oc_relpos
"=""850016521361""","Health & Wellness",1,1099,n,n,"ALOE GATOR",,,n,1,1,0,n,,"=""98""",,,,,,n,,,,,,,
"=""850017248007""","Ready-to-Drink (RTD)",1,499,n,n,"Salt point","12 OZ",,n,1,1,0,n,,"=""89""",,,,,,n,,,,,,,
"=""850017248014""","Ready-to-Drink (RTD)",1,499,n,n,"Salt point GREYHOUND","335 ml",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850017248021""",BEER,1,465,n,n,"Salt point",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850017248038""","Spirits - Other",1,1899,n,n,"SALT POINT GREYHOUND  12OZ",,,n,4,1,1070,n,,"=""0""",,,,,,n,,,,,,,
"=""850017248045""","Spirits - Other",1,1899,n,n,"SALT POINT GIN HIGHBALL  12OZ",,,n,4,1,1070,n,,"=""99""",,,,,,n,,,,,,,
"=""850017248083""","Spirits - Other",1,1749,n,n,"SALT POINT MOSCOW MULE  12OZ",,,n,1,1,1137,n,,"=""-1""",,,,,,n,,,,,,,
"=""850017248090""","Ready-to-Drink (RTD)",1,499,n,n,"Salt point MARGARITA","335 ml",,n,1,1,0,n,,"=""94""",,,,,,n,,,,,,,
"=""850017248106""","Spirits - Other",1,1646,n,n,"SALT POINT MARGARITA  12OZ",,,n,1,1,1070,n,,"=""0""",,,,,,n,,,,,,,
"=""850017337503""","Wine Cabernet Sauvignon",1,5999,n,n,"POST BEAM CABERNET","750 ml",,n,1,1,0,n,,"=""99""",,,,,,n,,,,,,,
"=""850017589032""","Candy and Choclate",1,350,n,n,"Hi Chew Plus Fruit Sunrise Mix (2.82 oz)",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850017589209""",Gummy,1,499,n,n,"HI-CHEW FANTASY MIX",,,n,1,1,182,n,,"=""96""",,,,,,n,,,,,,,
"=""850017589445""","Hanging Snacks",1,299,n,n,"HI CHEW BAG BITES ORIGINAL MIX 2.12 OZ","2.12 OZ",,n,1,1,112,n,,"=""0""",,,,,,n,,,,,,,
"=""850017589773""",Gummy,1,249,n,n,"HI CHEW blu razz  1.76 oz","1.76 oz",,n,1,1,110,n,,"=""95""",,,,,,n,,,,,,,
"=""850017944329""",Cider,1,1699,n,n,"2 TOWNS CIDERHOUSE HUCKLEBERRY","12 OZ 6   PG",,n,6,1,1050,n,,"=""99""",,,,,,n,,,,,,,
"=""850017944343""",Cider,1,1299,y,n,"2 TOWS CIDERHOUSE",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850018742139""",ACCESSORIES,1,499,n,n,masks,,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850019741483""",CIGARS,1,1499,n,n,"Liga Privada","=""2""",,n,1,1,800,n,,"=""0""",,,,,,n,,,,,,,
"=""850021474744""","Health & Wellness",1,999,n,n,"LIQUID I.V.",,,n,1,1,452,n,,"=""97""",,,,,,n,,,,,,,
"=""850021679057""",BEER,1,1999,y,n,GUNWHALE,,,n,6,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850021679071""",BEER,1,1799,y,n,GUNWDOMO,,,n,6,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850022121012""","Candy and Choclate",1,499,n,n,"Dealsy peanut butter dates","2.1 oz",,n,1,1,225,n,,"=""98""",,,,,,n,,,,,,,
"=""850022121029""","Candy and Choclate",1,499,n,n,"Dealsy Almond butter dates","2.1 oz",,n,1,1,225,n,,"=""97""",,,,,,n,,,,,,,
"=""850022121036""","Candy and Choclate",1,499,n,n,"Dealsy Choclate  peanut butter dates","2.1 oz",,n,1,1,225,n,,"=""-1""",,,,,,n,,,,,,,
"=""850022121197""","Gum & Breath Refreshing",1,199,n,n,"REALSY PEANUT BUTTER DATE",,,n,1,1,98,n,,"=""0""",,,,,,n,,,,,,,
"=""850022121326""","Hanging Snacks",1,499,n,n,"REALSY PB&J DATES",,,n,1,1,225,n,,"=""-1""",,,,,,n,,,,,,,
"=""850022760082""","BEEF JERKY",1,1999,n,n,"PAPA SAKS ORIGINAL","10 OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850022760303""","BEEF JERKY",1,1999,n,n,"PAPA SALS SWEET & SPICY","10 OZ",,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850022953286""",ACCESSORIES,1,699,n,n,"CHARCOAL XTREME CLEAN",,,n,1,1,93,n,,"=""0""",,,,,,n,,,,,,,
"=""850023885005""","BEEF JERKY",1,999,n,n,"GK biltong steak jerky",,,n,1,1,399,n,,"=""-1""",,,,,,n,,,,,,,
"=""850023885012""","BEEF JERKY",1,999,n,n,"GK BF Pepp","2.5 oz",,n,1,1,395,n,,"=""-2""",,,,,,n,,,,,,,
"=""850023885029""","BEEF JERKY",1,899,n,n,"GOURMET TERIYAKI JERKY","2.5 OZ",,n,1,1,395,n,,"=""-1""",,,,,,n,,,,,,,
"=""850023885111""","Snacks & Condiments",1,399,n,n,"gk original",,,n,1,10,1790,n,,"=""0""",,,,,,n,,,,,,,
"=""850023885128""","Snacks & Condiments",1,399,n,n,gk,,,n,1,1,179,n,,"=""0""",,,,,,n,,,,,,,
"=""850023885135""","Snacks & Condiments",1,399,n,n,"gk sn",,,n,1,1,179,n,,"=""0""",,,,,,n,,,,,,,
"=""850023885142""","Snacks & Condiments",1,399,n,n,"gk bbq corn snack",,,n,1,1,179,n,,"=""-1""",,,,,,n,,,,,,,
"=""850023885166""","BEEF JERKY",1,999,n,n,"GK Biltong steak jerky",,,n,1,1,515,n,,"=""-2""",,,,,,n,,,,,,,
"=""850023885173""","BEEF JERKY",1,999,n,n,"GK biltong steak jerky",,,n,1,1,515,n,,"=""93""",,,,,,n,,,,,,,
"=""850023885180""","BEEF JERKY",1,999,n,n,"Gourmet Haranero Chili  2 oz Beef Jerkey","2 oz",,n,1,1,515,n,,"=""98""",,,,,,n,,,,,,,
"=""850023885227""","Protein Bars",1,299,n,n,"Gk BB sesame",,,n,1,1,140,n,,"=""0""",,,,,,n,,,,,,,
"=""850023885234""","Protein Bars",1,299,n,n,"SESAME BAR HONEY & GINGER",,,n,1,1,100,n,,"=""0""",,,,,,n,,,,,,,
"=""850023885241""","Protein Bars",1,299,n,n,"GK mixed nuts bar",,,n,1,1,140,n,,"=""0""",,,,,,n,,,,,,,
"=""850023885258""","Protein Bars",1,299,n,n,"GK BB Sesame Bar",,,n,1,1,140,n,,"=""0""",,,,,,n,,,,,,,
"=""850023885265""","Protein Bars",1,299,n,n,"GK BB Choco Cherry MX NUTS",,,n,1,1,140,n,,"=""0""",,,,,,n,,,,,,,
"=""850023885333""","Protein Bars",1,299,n,n,"GK BB staw & Raspbr Mix nuts",,,n,1,1,130,n,,"=""0""",,,,,,n,,,,,,,
"=""850023895011""","BEEF JERKY",1,799,n,n,"GARLIC BLACK 2.5OZ BEEF PEPPER JERKY",,,n,1,1,399,n,,"=""4""",,,,,,n,,,,,,,
"=""850023895028""","BEEF JERKY",1,799,n,n,"GARLIC BLACK 2.5OZ BEEF TERIYAKI JERKY",,,n,1,1,399,n,,"=""6""",,,,,,n,,,,,,,
"=""850024508330""",BEER,1,1799,y,n,"ESG CMORG",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850025313162""",Tequila,1,4999,n,n,"Madre Mezcal Ensamble","750 ML",,n,2,1,3500,n,,"=""-1""",,,,,,n,,,,,,,
"=""850025313179""",Tequila,1,4499,n,n,Madri,,,n,2,0,0,n,,"=""98""",,,,,,n,,,,,,,
"=""850025457224""","Hard Seltzer",1,449,n,n,SPINDRIFT,,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850025605205""",BEER,1,399,y,n,SUNDSIDE,,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850025605212""","Hard Iced Tea",1,1299,n,n,"SURFSIDE VODKA TEA","4 PK 12 OZ",,n,4,1,720,n,,"=""98""",,,,,,n,,,,,,,
"=""850025605427""",BEER,1,399,y,n,SUNDSIDE,,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850025605502""","Hard Iced Tea",1,1199,n,n,"SURFSIDE PEACH TEA VODKA","4 OK 12 OZ",,n,4,1,770,n,,"=""106""",,,,,,n,,,,,,,
"=""850025605526""","Hard Seltzer",1,1299,n,n,"SURFSIDE VODKA LEMONADE  12OZ S","6 PK 12 OZ",,n,4,1,720,n,,"=""95""",,,,,,n,,,,,,,
"=""850025605540""","Hard Iced Tea",1,1299,n,n,"SURFSIDE half and half ice tea","4 PK 12 OZ",,n,4,1,720,n,,"=""96""",,,,,,n,,,,,,,
"=""850025605564""","Hard Iced Tea",1,2299,n,n,"SURFSIDE TEA VARIETY SL","8 PK 12 OZ",,n,8,1,1449,n,,"=""-4""",,,,,,n,,,,,,,
"=""850026948295""","Health & Wellness",1,499,n,n,"WYLD CBD GRAPEFRUIT",,,n,1,0,0,n,,"=""89""",,,,,,n,,,,,,,
"=""850026948332""","Health & Wellness",1,499,n,n,"WYLD CBD BLUEBERRY POMEGRANATE",,,n,1,0,0,n,,"=""89""",,,,,,n,,,,,,,
"=""850027410340""",Pouches,1,799,n,n,"LUCY TOBACCO # 8",,,n,1,1,420,n,,"=""0""",,,,,,n,,,,,,,
"=""850027410654""",Pouches,1,799,n,n,"LUCY TABACCO 12 MG",,,n,1,1,420,n,,"=""0""",,,,,,n,,,,,,,
"=""850027702049""","Healthy Soda",1,321,n,n,"OLIPOP TROPICAL PUNCH","12 oz",,n,1,1,0,n,,"=""89""",,,,,,n,,,,,,,
"=""850027702186""","Healthy Soda",1,321,n,n,"OLIPOP CREAM SODA","12 OZ",,n,1,1,172,n,,"=""96""",,,,,,n,,,,,,,
"=""850027702193""","Healthy Soda",1,321,n,n,"OLIPOP CRISP APPLE","12 OZ",,n,1,1,172,n,,"=""103""",,,,,,n,,,,,,,
"=""850027702209""","Healthy Soda",1,321,n,n,"OLIPOP DOCTOR GOODWILL","12 OZ",,n,1,1,172,n,,"=""91""",,,,,,n,,,,,,,
"=""850027702247""","Healthy Soda",1,321,n,n,"OLIPOP BANANA CREAM","12 OZ",,n,1,1,172,n,,"=""83""",,,,,,n,,,,,,,
"=""850027702261""","Healthy Soda",1,321,n,n,OLIPOP,,,n,1,1,146,n,,"=""9""",,,,,,n,,,,,,,
"=""850027702285""","Healthy Soda",1,321,n,n,OLIPOP,,,n,1,1,146,n,,"=""15""",,,,,,n,,,,,,,
"=""850027702360""","Healthy Soda",1,321,n,n,"OLIPOP WATERMELON LIME","12 OZ",,n,1,1,172,n,,"=""94""",,,,,,n,,,,,,,
"=""850027702469""","Healthy Soda",1,321,n,n,"OLIPOP GINGER ALE","12 OZ",,n,1,1,172,n,,"=""-5""",,,,,,n,,,,,,,
"=""850027702575""","Healthy Soda",1,321,n,n,"OLIPOP PEACHES & CREAM","12 OZ",,n,1,1,172,n,,"=""105""",,,,,,n,,,,,,,
"=""850027702872""","Healthy Soda",1,321,n,n,Olipop,,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850027702889""","Healthy Soda",1,321,n,n,OLIPOP,,,n,1,1,146,n,,"=""92""",,,,,,n,,,,,,,
"=""850027702896""","Healthy Soda",1,321,n,n,"Olipop cream soda","12 OZ",,n,1,1,156,n,,"=""8""",,,,,,n,,,,,,,
"=""850027702919""","Healthy Soda",1,321,n,n,"OLIPOP STRAWBERRY VANILA",,,n,1,1,138,n,,"=""13""",,,,,,n,,,,,,,
"=""850027702926""","Healthy Soda",1,321,n,n,"Olipop vintage cola","12 OZ",,n,1,1,138,n,,"=""93""",,,,,,n,,,,,,,
"=""850027880129""","Candy and Choclate",1,399,n,n,"MR BEAST FEASTABLES MILK CHOCOLATE",,,n,1,1,140,n,,"=""93""",,,,,,n,,,,,,,
"=""850028324882""","Ready-to-Drink (RTD)",1,510,n,n,"BIG SIPZ MAERGASRITA",11.2ONZ,,n,5,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850028324899""","Ready-to-Drink (RTD)",1,510,n,n,"BIG SIPZ STRAWBERY MARGARITA",11.2ONZ,,n,5,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850028702000""","Ready-to-Drink (RTD)",1,499,n,n,MARGS,"12 OZ",,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850030342188""",Gummy,1,499,n,n,"OH CHILE CHERRY BOMBS",,,n,1,1,250,n,,"=""9""",,,,,,n,,,,,,,
"=""850031385009""","Health & Wellness",1,599,n,n,"LEILO KAVA PINA COLADO","12 OZ",,n,1,1,299,n,,"=""87""",,,,,,n,,,,,,,
"=""850031385658""","Health & Wellness",1,599,n,n,"LEILO KAVA LIME MARGARITA","12 OZ",,n,1,1,299,n,,"=""91""",,,,,,n,,,,,,,
"=""850031700079""",Water,1,295,n,n,"LIQUID DEATH MOUNTAIN WATER  19.2 OZ","19.2 OZ",,n,1,1,121,n,,"=""95""",,,,,,n,,,,,,,
"=""850031700185""","SPARKLING WATER",1,299,n,n,"LIQUID DEATH SPArkling","19.2 oz",,n,1,1,133,n,,"=""80""",,,,,,n,,,,,,,
"=""850031700215""","SPARKLING WATER",1,299,n,n,"LIQUID DEATH SPRKLNG BERRY IT ALIVE 19.2 CAN",,,n,1,1,138,n,,"=""0""",,,,,,n,,,,,,,
"=""850031700222""","SPARKLING WATER",1,299,n,n,"LIQUID DEATH SPARKLING WATER LIME","19.2 OZ",,n,1,1,130,n,,"=""99""",,,,,,n,,,,,,,
"=""850031700260""","Non-Alcoholic Beer & Wine",1,273,n,n,"LIQUID DEATH TEA DEAD BILLIONAIRE 9.2 CAN",,,n,1,1,168,n,,"=""0""",,,,,,n,,,,,,,
"=""850031700277""","Iced Tea",1,294,n,n,"LIQUID DEATH REST IN PEACH","=""192""",,n,1,1,185,n,,"=""0""",,,,,,n,,,,,,,
"=""850031700888""","SPARKLING WATER",1,295,n,n,"LIQUID DEATH SPRKLNG SQUEEZED TO DEATH",19.2oz,,n,1,1,146,n,,"=""0""",,,,,,n,,,,,,,
"=""850031700895""","SPARKLING WATER",1,299,n,n,"LIQUID DEATH SPARKLING WATER CHERRY","19.2 OZ",,n,1,1,130,n,,"=""0""",,,,,,n,,,,,,,
"=""850032189132""","Pantry & Grocery Extras",1,2923,n,n,"Avaline Pinot Noir","750 ML",,n,1,1,1600,n,,"=""-1""",,,,,,n,,,,,,,
"=""850032272025""",Tequila,1,9099,n,n,"LA ADELITA TEQUILA ANEJO",750ML,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850033013207""",Tequila,1,17999,n,n,"KOMOS ANEJO RESERVA","750 ML",,n,2,1,8884,n,,"=""0""",,,,,,n,,,,,,,
"=""850034488097""","Craft / Local Beer",1,1662,n,n,"BREWERY X CITRA LOVES GALAXY",,,n,1,1,1080,n,,"=""-1""",,,,,,n,,,,,,,
"=""850034488479""","Craft / Local Beer",1,1699,n,n,"BREWERY X DICTIONARY ROULETTE",,,n,4,1,1005,n,,"=""-2""",,,,,,n,,,,,,,
"=""850034488592""","Hard Seltzer",1,1499,n,n,"BREWERY X BLACKBERRY MOJITO","6 PK 12 OZ",,n,20,0,0,n,,"=""-2""",,,,,,n,,,,,,,
"=""850034488684""","Hard Seltzer",1,1499,n,n,"BREWERY X JUNGLE JUICE HARD SELTZER  CAN","6 PK 12OZ",,n,1,1,980,n,,"=""99""",,,,,,n,,,,,,,
"=""850034488882""","Hard Seltzer",1,399,n,n,"BREWERY X SUCCULENT SIPPER HARD SELTZER 9.2 CAN",,,n,1,1,188,n,,"=""1""",,,,,,n,,,,,,,
"=""850034488912""","Craft / Local Beer",1,1299,n,n,"BREWERY X SUCCULENT SIPPER HARD SELTZER  CAN",,,n,6,1,780,n,,"=""-1""",,,,,,n,,,,,,,
"=""850034488943""",BEER,1,2399,y,n,"SUCCULENT SIPPER",,,n,12,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850034565125""","Wine General",1,2169,n,n,"HARVEY-HARRIET WHITE(SC)23 750ML",,,n,1,1,1410,n,,"=""0""",,,,,,n,,,,,,,
"=""850034597256""","Candy and Choclate",1,399,n,n,"SLIME LICKER SOUR LIQUID CANDY","2 ONZ",,n,1,1,208,n,,"=""-1""",,,,,,n,,,,,,,
"=""850034597409""",Gummy,1,399,n,n,"SLIM LACKER  DOUBLE PLAY1.4 OZ","1.4 OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850034597591""",Gummy,1,399,n,n,"SLIM LICKER LIQUID 2 OZ","2 OZ",,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850035602744""",Grocery,1,1999,n,n,"DUBAI CHOCOLATE",7oz,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850037600021""","Foucus and cava drinks",1,599,n,n,"MORE LABS MORN RECR ENG BRY PET","4 oz",,n,1,1,350,n,,"=""23""",,,,,,n,,,,,,,
"=""850037600045""","Foucus and cava drinks",1,599,n,n,"MORNING RECOPVERY",100ML,,n,1,1,0,n,,"=""98""",,,,,,n,,,,,,,
"=""850037600373""","Foucus and cava drinks",1,599,n,n,"MORNING RECOVERY WATEMELON NO SUGER",,,n,1,1,235,n,,"=""0""",,,,,,n,,,,,,,
"=""850038229115""","Sour Beer",1,1099,n,n,"SCREWBALL CUP","16 OZ",,n,1,1,640,n,,"=""0""",,,,,,n,,,,,,,
"=""850038229351""","Sour Beer",1,899,n,n,"405 NORTH  GH BEAR TRAP LITE","16 OZ",,n,1,1,475,n,,"=""0""",,,,,,n,,,,,,,
"=""850039286247""",ACCESSORIES,1,999,n,n,"LIQUID I.V, HYDRATION MULTIPLIER","1.69 OZ",,n,1,1,452,n,,"=""98""",,,,,,n,,,,,,,
"=""850039286810""","Health & Wellness",1,299,n,n,"Liquid iv",,,n,1,0,0,n,,"=""-3""",,,,,,n,,,,,,,
"=""850039388118""","IPA Beer",1,1899,n,n,"TAH THE FIRST RULE WC IPA  16OZ C",,,n,1,1,1164,n,,"=""-1""",,,,,,n,,,,,,,
"=""850040452341""","Domestic Beer",1,422,n,n,"MCH BLULEM  24OZ CAN",,,n,1,1,274,n,,"=""0""",,,,,,n,,,,,,,
"=""850040452358""","Domestic Beer",1,422,n,n,"MCH OGLEM-  24OZ CAN",,,n,1,1,274,n,,"=""0""",,,,,,n,,,,,,,
"=""850041279411""","Foucus and cava drinks",1,1299,n,n,KAnva,,,n,1,1,500,n,,"=""90""",,,,,,n,,,,,,,
"=""850041804156""","Hard Seltzer",1,2499,n,n,"GBV COCTALES VARIETY","8 PK",,n,8,1,1649,n,,"=""5""",,,,,,n,,,,,,,
"=""850041804163""","Hard Seltzer",1,2499,n,n,"GOOD BOY VODKA","8 PK",,n,8,1,1649,n,,"=""-1""",,,,,,n,,,,,,,
"=""850041804309""","Hard Seltzer",1,2499,n,n,"GBV LEMONADE VARIETY","8 PK 12 OZ",,n,8,1,1649,n,,"=""0""",,,,,,n,,,,,,,
"=""850041804354""","Hard Seltzer",1,449,n,n,"good boyJOHN DALY ICED TEA LEMONADE","19.5 OZ",,n,1,1,0,n,,"=""6""",,,,,,n,,,,,,,
"=""850041804361""","Hard Seltzer",1,549,n,n,"GBV PINK LEMONADE","19.5 OZ",,n,1,1,342,n,,"=""10""",,,,,,n,,,,,,,
"=""850041804378""","Hard Seltzer",1,1499,n,n,"GBV PINK LEMONADE","4 PK 12 OZ",,n,4,1,929,n,,"=""6""",,,,,,n,,,,,,,
"=""850041804385""","Hard Seltzer",1,1499,n,n,"GBV HUCKLEBERRY LEMONADE","4 PK 12 OZ",,n,4,1,929,n,,"=""6""",,,,,,n,,,,,,,
"=""850042638262""","Malt Beverage",1,499,n,n,"BUZZBALLZ SPIRITS PASSIONFRUIT MARTI",,,n,1,1,259,n,,"=""0""",,,,,,n,,,,,,,
"=""850042638743""","Ready-to-Drink (RTD)",1,499,n,n,"BUZZBALLZ BERRY CHERRY LIME 200ML",,,n,1,1,134,n,,"=""-15""",,,,,,n,,,,,,,
"=""850042893258""","Gum & Breath Refreshing",1,499,n,n,"NEURO GUM PEPPERMINT",,,n,1,1,250,n,,"=""-3""",,,,,,n,,,,,,,
"=""850042893296""","Gum & Breath Refreshing",1,499,n,n,"NEURO GUM SPEARMINT",,,n,1,1,250,n,,"=""0""",,,,,,n,,,,,,,
"=""850042893685""","Gum & Breath Refreshing",1,499,n,n,"NEURO ENERGY & FOCUS",,,n,1,1,200,n,,"=""-3""",,,,,,n,,,,,,,
"=""850042893692""","Gum & Breath Refreshing",1,499,n,n,"NEURO ENERGY & FOCUS GUM",,,n,1,1,200,n,,"=""-2""",,,,,,n,,,,,,,
"=""850042893715""","Gum & Breath Refreshing",1,499,n,n,"neuro energy & focus spearmint",,,n,1,0,0,n,,"=""93""",,,,,,n,,,,,,,
"=""850042893753""","Gum & Breath Refreshing",1,499,n,n,"NEUROGUM SPEARMINT EXTRA STRENGTH 10CT","10 ct",,n,1,1,200,n,,"=""20""",,,,,,n,,,,,,,
"=""850043221609""","Protein Bars",1,399,n,n,VERB,,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850045482039""",Vodka,1,11599,n,n,BELUGA,,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850045482053""",Vodka,1,4199,n,n,"BELUGA TRANSATLANTIC RACING",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850045482084""",Vodka,1,6999,n,n,"BELUGA ALLURE",,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""850045482244""",GIN,1,5499,n,n,"OYSTER DRY GIN ADRIATIC 700ML","700 ml",,n,1,1,3704,n,,"=""3""",,,,,,n,,,,,,,
"=""850045501167""","Non-Alcoholic Beer & Wine",1,302,n,n,"F3- E-orignl  12oz Can",,,n,1,1,184,n,,"=""0""",,,,,,n,,,,,,,
"=""850045501181""","Non-Alcoholic Beer & Wine",1,302,n,n,"F3- E-citrus  12oz Can",,,n,1,1,184,n,,"=""0""",,,,,,n,,,,,,,
"=""850045501204""","Non-Alcoholic Beer & Wine",1,8,n,n,"F3- E-TRPCAL  12OZ CAN",,,n,1,1,5,n,,"=""0""",,,,,,n,,,,,,,
"=""850045887001""",Milk,1,595,n,n,"SPY MAX CHOCOLATE MILK WITH PROTEIN 11 OZ","11 OZ",,n,1,1,250,n,,"=""91""",,,,,,n,,,,,,,
"=""850045887063""",Milk,1,595,n,n,"SPYLT STRAWBERRY MILK 20 G P[ROTEIN",,,n,1,1,250,n,,"=""96""",,,,,,n,,,,,,,
"=""850045887124""","Coffee & Milk & Protein shakes and Dairy",1,595,n,n,"COLD COFFEE","12 OZ",,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850045887148""",Milk,1,495,n,n,"SPY VANILLA MILK WITH PROTEIN 11 OZ","11 OZ",,n,1,1,262,n,,"=""133""",,,,,,n,,,,,,,
"=""850046522024""","Hard Iced Tea",1,399,n,n,"HAPPY DAD HARD SELTZER BP FRUIT PUNCH","24 oz",,n,2,1,245,n,,"=""105""",,,,,,n,,,,,,,
"=""850046522154""","Hard Seltzer",1,2299,n,n,"HAPPY DAD HARD SELTZER DEATH ROW GRAPE","12 pk",,n,12,1,1380,n,,"=""-5""",,,,,,n,,,,,,,
"=""850046522178""","Hard Seltzer",1,2299,n,n,"HAPPY DAD MOM HARD SELTZER RASPBERRY  CAN","12 pk",,n,12,1,1409,n,,"=""-1""",,,,,,n,,,,,,,
"=""850046522215""","Hard Iced Tea",1,459,n,n,"HAPPY DAD HARD SELTZER DEATH ROW BP GRAPE","25 oz",,n,2,1,245,n,,"=""11""",,,,,,n,,,,,,,
"=""850046522932""","Hard Seltzer",1,499,n,n,"HAPPY DAD TEA PEACH","24 OZ",,n,2,1,255,n,,"=""7""",,,,,,n,,,,,,,
"=""850046522963""","Hard Seltzer",1,2399,n,n,"HAPPY DAD HARD TEA PEACH  CAN","12 pk",,n,12,1,1560,n,,"=""99""",,,,,,n,,,,,,,
"=""850046522987""","Hard Seltzer",1,2299,n,n,"HAPPY DAD HARD TEA HALF&HALF  CAN",,,n,12,1,1409,n,,"=""0""",,,,,,n,,,,,,,
"=""850046893247""","Craft / Local Beer",1,2499,n,n,"RAR BREWING BIG TIME CHEESIN IPA 1","16 oz 4pk",,n,1,1,1609,n,,"=""6""",,,,,,n,,,,,,,
"=""850047003003""",Whiskey,1,4999,n,n,"Angel's Envy Bourbon (750 ml)","750 ml",,n,1,1,3379,n,,"=""99""",,,,,,n,,,,,,,
"=""850047003065""",Whiskey,1,9999,n,n,"Angels Envy Finished Rye Rye Whiskey Finished in Caribbean Rum Casks (750 ml)",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850047323309""",Grocery,1,1599,n,n,"SENSATIONAL DESIGNER PLATE 125 CT",,,n,1,1,699,n,,"=""99""",,,,,,n,,,,,,,
"=""850047865984""","Hanging Snacks",1,499,n,n,"CHEDDER JALAPENO","4 OZ",,n,1,1,250,n,,"=""96""",,,,,,n,,,,,,,
"=""850047873323""","Ready-to-Drink (RTD)",1,899,n,n,Yuzy,,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850047909138""","Ready-to-Drink (RTD)",1,3799,n,n,"BRODA  LEMON HONEY GINGER VODKA","750 ML",,n,2,1,2450,n,,"=""5""",,,,,,n,,,,,,,
"=""850047909213""","Ready-to-Drink (RTD)",1,3799,n,n,"BRODA LIME AGAVE MINT VODKA","750 ML",,n,2,1,2450,n,,"=""4""",,,,,,n,,,,,,,
"=""850048812000""",Tequila,1,5999,n,n,"CONEJO SALVAJE BLANCO","750 ML",,n,2,1,0,n,,"=""6""",,,,,,n,,,,,,,
"=""850048812017""",Tequila,1,6999,n,n,"CONEJO SALVAJE REPOSADO","750 ML",,n,2,1,0,n,,"=""7""",,,,,,n,,,,,,,
"=""850048812024""",Tequila,1,7999,n,n,"CONEJO SALVAje ANEJO","750 ML",,n,2,1,0,n,,"=""1""",,,,,,n,,,,,,,
"=""850048812031""",Tequila,1,19999,n,n,"CONEJO SALVAJE EXTRRA ANEJO","750 ML",,n,2,1,0,n,,"=""1""",,,,,,n,,,,,,,
"=""850049640060""","Hard Seltzer",1,2599,n,n,"STUDY BREAK THROWBACK","12 PK",,n,12,1,1670,n,,"=""2""",,,,,,n,,,,,,,
"=""850049640091""","Hard Seltzer",1,407,n,n,"Study Break LA Punch Hard Seltzer 1/15 19.2oz Cans",,,n,1,1,264,n,,"=""0""",,,,,,n,,,,,,,
"=""850049748032""","Snacks & Condiments",1,599,n,n,OLIVES,,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850049855112""",ACCESSORIES,1,1399,n,n,"SPONG BOB MEGA EGG",,,n,1,0,0,n,,"=""98""",,,,,,n,,,,,,,
"=""850049855136""",ACCESSORIES,1,399,n,n,"surprise crystal egg",,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850049855266""",Grocery,1,299,n,n,"DORA DIP N GO","1.94 OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""850050071051""","Hard Iced Tea",1,1299,n,n,"surfside blueberry",,,n,4,1,720,n,,"=""98""",,,,,,n,,,,,,,
"=""850050071082""","Hard Iced Tea",1,2299,n,n,"SURFSIDE LEMONADE VARIETY","8 PK 12 OZ",,n,8,1,1449,n,,"=""-8""",,,,,,n,,,,,,,
